country,field,year,num_patent_granted,complete
Finland,Telecommunications,2014,0,True
Finland,Telecommunications,2020,17,False
Israel,Life Sciences,2020,2,False
Poland,Telecommunications,2015,1,True
Poland,Telecommunications,2021,0,False
Poland,Physical Sciences and Engineering,2020,0,False
Poland,Personal Devices and Computing,2014,2,True
Portugal,Banking and Finance,2019,0,False
Portugal,Banking and Finance,2020,0,False
Portugal,Industry and Manufacturing,2021,0,False
Portugal,Telecommunications,2014,0,True
Portugal,Life Sciences,2017,2,True
Sweden,Physical Sciences and Engineering,2022,1,False
Sweden,Security,2016,0,True
Sweden,Energy Management,2014,0,True
Sweden,Energy Management,2019,2,False
Australia,All,2018,385,False
Germany,Personal Devices and Computing,2015,18,True
Germany,Banking and Finance,2016,12,True
Germany,Banking and Finance,2020,8,False
Germany,Physical Sciences and Engineering,2014,4,True
Spain,Industry and Manufacturing,2018,12,False
Spain,Transportation,2017,7,True
Spain,Telecommunications,2014,5,True
Spain,Personal Devices and Computing,2020,10,False
France,Telecommunications,2014,4,True
France,Personal Devices and Computing,2023,0,False
France,All,2020,182,False
United Kingdom,Business,2015,9,True
United Kingdom,Transportation,2020,16,False
United Kingdom,Banking and Finance,2021,1,False
Greece,Banking and Finance,2014,0,True
South Korea,Physical Sciences and Engineering,2016,35,True
Netherlands,Personal Devices and Computing,2019,8,False
Netherlands,Banking and Finance,2016,0,True
Taiwan,Security,2016,2,True
Taiwan,Energy Management,2021,4,False
United States,Banking and Finance,2016,223,True
China (mainland),Business,2017,655,True
China (mainland),Business,2024,65,False
China (mainland),All,2022,25335,False
Lithuania,Personal Devices and Computing,2022,0,False
Ukraine,Transportation,2016,0,True
Ukraine,Energy Management,2016,0,True
Ukraine,Personal Devices and Computing,2023,0,False
Ukraine,Physical Sciences and Engineering,2022,0,False
Ukraine,Industry and Manufacturing,2017,0,True
Ukraine,Industry and Manufacturing,2021,0,False
South Africa,Industry and Manufacturing,2023,0,False
South Africa,Telecommunications,2018,0,False
Switzerland,Transportation,2016,1,True
Switzerland,Security,2016,1,True
Switzerland,Banking and Finance,2014,0,True
Romania,Personal Devices and Computing,2018,0,False
Philippines,Transportation,2015,0,True
Peru,Life Sciences,2016,0,True
Peru,Industry and Manufacturing,2018,0,False
Peru,Energy Management,2016,0,True
Slovenia,Business,2016,0,True
Bulgaria,Transportation,2015,0,True
Bulgaria,Transportation,2019,0,False
Bulgaria,Banking and Finance,2017,0,True
Colombia,Industry and Manufacturing,2019,0,False
Colombia,All,2019,1,False
Indonesia,Life Sciences,2016,1,True
Sri Lanka,Telecommunications,2016,0,True
Norway,Transportation,2020,1,False
Luxembourg,Security,2017,0,True
Belgium,All,2016,2,True
Belgium,Industry and Manufacturing,2018,3,False
Belgium,Business,2021,1,False
Ireland,All,2018,1,False
Argentina,Business,2018,3,False
Saudi Arabia,Industry and Manufacturing,2021,0,False
Saudi Arabia,Banking and Finance,2021,0,False
Brunei Darussalam,Industry and Manufacturing,2014,0,True
Brunei Darussalam,Banking and Finance,2014,0,True
Turkey,Personal Devices and Computing,2016,0,True
Morocco,Telecommunications,2018,2,False
Morocco,Energy Management,2014,0,True
Brazil,Life Sciences,2015,10,True
Brazil,Physical Sciences and Engineering,2020,4,False
Hungary,Personal Devices and Computing,2021,0,False
India,Personal Devices and Computing,2016,70,True
India,Physical Sciences and Engineering,2019,0,False
Mexico,Personal Devices and Computing,2014,8,True
Mexico,Energy Management,2020,3,False
Mexico,Life Sciences,2018,21,False
Malaysia,Telecommunications,2020,0,False
Malaysia,Transportation,2019,0,False
Singapore,Business,2015,4,True
Austria,Security,2020,0,False
Canada,Physical Sciences and Engineering,2016,20,True
Canada,Physical Sciences and Engineering,2018,46,False
Canada,Life Sciences,2020,92,False
Denmark,Business,2021,1,False
Denmark,Industry and Manufacturing,2022,0,False
Denmark,Physical Sciences and Engineering,2017,0,True
Denmark,Life Sciences,2019,6,False
Finland,Transportation,2016,0,True
Finland,Physical Sciences and Engineering,2016,1,True
Finland,Security,2015,0,True
Israel,All,2020,11,False
Poland,Security,2018,1,False
Portugal,Security,2022,0,False
Australia,Business,2016,46,True
Germany,Security,2018,21,False
Germany,Business,2019,17,False
Germany,Life Sciences,2020,46,False
Germany,Telecommunications,2022,23,False
Spain,Business,2018,2,False
Spain,Telecommunications,2017,11,True
France,Telecommunications,2019,41,False
Greece,Personal Devices and Computing,2017,5,True
Greece,Banking and Finance,2023,0,False
Japan,Security,2017,72,True
Netherlands,Transportation,2021,2,False
Netherlands,Energy Management,2022,4,False
Netherlands,Life Sciences,2023,1,False
Taiwan,Transportation,2015,0,True
Taiwan,Personal Devices and Computing,2022,32,False
Taiwan,Banking and Finance,2016,1,True
United States,All,2023,148,False
United States,Industry and Manufacturing,2021,130,False
United States,Banking and Finance,2022,70,False
China (mainland),Security,2024,28,False
China (mainland),All,2018,16181,False
China (mainland),Energy Management,2018,639,False
China (mainland),Energy Management,2021,2276,False
China (mainland),Personal Devices and Computing,2020,22034,False
Lithuania,All,2015,4,True
Lithuania,Physical Sciences and Engineering,2014,0,True
Lithuania,Physical Sciences and Engineering,2022,0,False
Ukraine,Energy Management,2021,0,False
Serbia,Security,2015,0,True
South Africa,Physical Sciences and Engineering,2023,0,False
Romania,Life Sciences,2017,0,True
Romania,Industry and Manufacturing,2022,0,False
Philippines,Personal Devices and Computing,2020,0,False
Slovenia,Personal Devices and Computing,2022,0,False
Bulgaria,Business,2021,0,False
Colombia,Personal Devices and Computing,2015,0,True
Colombia,Energy Management,2019,0,False
Slovakia,Energy Management,2015,0,True
Slovakia,Telecommunications,2015,0,True
Norway,Energy Management,2020,0,False
Norway,Industry and Manufacturing,2019,2,False
Luxembourg,Energy Management,2016,0,True
Luxembourg,Physical Sciences and Engineering,2022,5,False
Luxembourg,All,2016,1,True
Luxembourg,All,2021,37,False
Luxembourg,Banking and Finance,2016,0,True
Luxembourg,Banking and Finance,2017,0,True
Belgium,Energy Management,2017,0,True
Belgium,All,2017,2,True
Belgium,Industry and Manufacturing,2020,0,False
Ireland,Physical Sciences and Engineering,2016,0,True
Ireland,Life Sciences,2022,0,False
Czechia,Personal Devices and Computing,2022,0,False
Argentina,Security,2020,0,False
Iran,Physical Sciences and Engineering,2018,0,False
Cuba,Business,2020,0,False
Turkey,Security,2015,0,True
Turkey,Life Sciences,2017,1,True
Brazil,Physical Sciences and Engineering,2019,11,False
Brazil,Personal Devices and Computing,2016,21,True
Hungary,Telecommunications,2021,0,False
Italy,Energy Management,2016,0,True
Italy,Security,2017,0,True
Mexico,Banking and Finance,2019,5,False
Malaysia,Energy Management,2019,1,False
Malaysia,All,2021,1,False
New Zealand,All,2017,12,True
New Zealand,Physical Sciences and Engineering,2016,0,True
New Zealand,Transportation,2020,0,False
Singapore,Telecommunications,2021,1,False
Singapore,Life Sciences,2018,37,False
Singapore,Transportation,2016,3,True
Austria,Energy Management,2021,2,False
Denmark,Energy Management,2022,1,False
Denmark,Security,2015,0,True
Denmark,Physical Sciences and Engineering,2022,1,False
Denmark,Personal Devices and Computing,2018,7,False
Finland,Energy Management,2021,1,False
Israel,Physical Sciences and Engineering,2018,0,False
Israel,Telecommunications,2015,4,True
Poland,All,2014,6,True
Poland,All,2015,12,True
Poland,Business,2017,1,True
Portugal,All,2019,3,False
Sweden,Personal Devices and Computing,2018,4,False
Australia,Personal Devices and Computing,2020,234,False
Australia,Industry and Manufacturing,2016,16,True
Australia,All,2019,385,False
Australia,Energy Management,2016,14,True
Germany,Telecommunications,2018,72,False
Germany,All,2020,370,False
Spain,Personal Devices and Computing,2021,4,False
France,Banking and Finance,2017,3,True
United Kingdom,Physical Sciences and Engineering,2014,4,True
United Kingdom,Security,2016,17,True
United Kingdom,Life Sciences,2016,17,True
United Kingdom,Personal Devices and Computing,2018,115,False
Greece,Business,2017,1,True
Greece,All,2018,5,False
Japan,Telecommunications,2021,154,False
Japan,All,2014,456,True
South Korea,Transportation,2017,190,True
Netherlands,Telecommunications,2018,1,False
Netherlands,Banking and Finance,2020,1,False
Netherlands,Life Sciences,2021,8,False
Taiwan,Transportation,2017,2,True
Taiwan,Transportation,2022,3,False
Taiwan,Industry and Manufacturing,2018,18,False
Taiwan,Industry and Manufacturing,2021,17,False
United States,Banking and Finance,2021,208,False
Lithuania,Life Sciences,2022,0,False
Lithuania,Business,2017,1,True
Ukraine,Energy Management,2019,0,False
Serbia,Life Sciences,2017,0,True
Switzerland,Physical Sciences and Engineering,2021,0,False
Philippines,Energy Management,2016,0,True
Philippines,Industry and Manufacturing,2018,0,False
Peru,Industry and Manufacturing,2015,0,True
Peru,Banking and Finance,2019,0,False
Bulgaria,Life Sciences,2022,0,False
Bulgaria,Security,2019,0,False
Croatia,Personal Devices and Computing,2018,0,False
Norway,Life Sciences,2019,1,False
Norway,Life Sciences,2021,0,False
Luxembourg,Life Sciences,2016,0,True
Luxembourg,Physical Sciences and Engineering,2016,0,True
Luxembourg,Banking and Finance,2022,1,False
Luxembourg,Security,2020,1,False
Luxembourg,Transportation,2020,1,False
Belgium,Telecommunications,2019,1,False
Belgium,Business,2016,0,True
Ireland,Business,2016,0,True
Czechia,Telecommunications,2019,1,False
Czechia,Physical Sciences and Engineering,2019,0,False
Argentina,Security,2022,0,False
Uruguay,Banking and Finance,2017,0,True
Uruguay,Energy Management,2020,0,False
Iran,All,2018,1,False
Estonia,Business,2022,0,False
Turkey,Telecommunications,2015,2,True
Turkey,Security,2017,0,True
Morocco,All,2015,2,True
Brazil,Life Sciences,2021,4,False
Brazil,Telecommunications,2014,3,True
Hungary,Business,2016,1,True
Hungary,Banking and Finance,2014,0,True
India,Business,2015,15,True
India,Telecommunications,2016,24,True
India,Telecommunications,2019,1,False
Italy,Energy Management,2018,1,False
Mexico,Energy Management,2014,1,True
Mexico,Energy Management,2021,1,False
Malaysia,Telecommunications,2017,1,True
Malaysia,Industry and Manufacturing,2014,0,True
Malaysia,Industry and Manufacturing,2018,0,False
New Zealand,Telecommunications,2018,1,False
New Zealand,Transportation,2016,0,True
Russia,Telecommunications,2016,28,True
Singapore,Telecommunications,2014,2,True
Singapore,Physical Sciences and Engineering,2015,3,True
Austria,Banking and Finance,2017,0,True
Austria,Industry and Manufacturing,2017,0,True
Denmark,Transportation,2017,1,True
Denmark,Personal Devices and Computing,2014,1,True
Finland,Personal Devices and Computing,2019,10,False
Finland,Security,2021,0,False
Finland,Telecommunications,2018,11,False
Israel,Security,2015,2,True
Israel,Banking and Finance,2020,0,False
Israel,Telecommunications,2020,8,False
Israel,Business,2021,0,False
Poland,Life Sciences,2019,5,False
Portugal,Industry and Manufacturing,2014,0,True
Portugal,Business,2018,0,False
Sweden,All,2016,11,True
Sweden,Personal Devices and Computing,2017,2,True
Australia,Personal Devices and Computing,2019,158,False
Australia,Industry and Manufacturing,2022,1,False
Australia,All,2021,942,False
Germany,Security,2015,1,True
Germany,Security,2017,13,True
Germany,Personal Devices and Computing,2019,142,False
Germany,Transportation,2022,29,False
Germany,Energy Management,2023,2,False
Spain,Transportation,2019,6,False
Spain,All,2022,16,False
France,Transportation,2014,7,True
United Kingdom,Life Sciences,2021,19,False
United Kingdom,All,2016,130,True
Greece,Personal Devices and Computing,2020,1,False
Greece,Telecommunications,2018,0,False
Greece,All,2016,3,True
Greece,Physical Sciences and Engineering,2023,0,False
Netherlands,Personal Devices and Computing,2023,0,False
Netherlands,Business,2019,2,False
Netherlands,Business,2020,2,False
Netherlands,Physical Sciences and Engineering,2023,0,False
Netherlands,Life Sciences,2019,8,False
Taiwan,Life Sciences,2022,35,False
Taiwan,Energy Management,2022,3,False
Taiwan,Banking and Finance,2014,0,True
Taiwan,Banking and Finance,2018,6,False
Taiwan,Business,2023,0,False
United States,Energy Management,2022,26,False
China (mainland),Telecommunications,2020,3696,False
China (mainland),Life Sciences,2023,1512,False
China (mainland),Physical Sciences and Engineering,2016,129,True
China (mainland),Personal Devices and Computing,2018,6413,False
Lithuania,Security,2015,0,True
Lithuania,Life Sciences,2019,1,False
Lithuania,Personal Devices and Computing,2015,2,True
Lithuania,Physical Sciences and Engineering,2019,0,False
Switzerland,Banking and Finance,2020,0,False
Romania,Life Sciences,2015,1,True
Philippines,Business,2018,1,False
Philippines,All,2018,1,False
Peru,Personal Devices and Computing,2022,1,False
Slovenia,Business,2018,0,False
Slovakia,Industry and Manufacturing,2021,0,False
Slovakia,Banking and Finance,2015,0,True
Slovakia,All,2015,2,True
Norway,All,2016,2,True
Norway,Banking and Finance,2019,1,False
Norway,Telecommunications,2021,0,False
Luxembourg,Energy Management,2021,2,False
Luxembourg,All,2017,2,True
Luxembourg,Telecommunications,2016,0,True
Luxembourg,Banking and Finance,2019,0,False
Belgium,Physical Sciences and Engineering,2021,1,False
Argentina,Life Sciences,2020,1,False
Latvia,Energy Management,2020,0,False
Saudi Arabia,Business,2021,0,False
Turkey,Telecommunications,2019,1,False
Turkey,Energy Management,2018,0,False
Turkey,Life Sciences,2018,0,False
Morocco,Personal Devices and Computing,2019,2,False
Morocco,Telecommunications,2015,1,True
Morocco,Industry and Manufacturing,2018,1,False
Morocco,Business,2019,2,False
Hungary,Personal Devices and Computing,2019,2,False
India,Business,2017,30,True
India,Business,2019,0,False
India,Energy Management,2015,2,True
Italy,Banking and Finance,2015,0,True
Italy,Security,2020,0,False
Malaysia,Telecommunications,2016,4,True
Malaysia,Transportation,2018,1,False
Malaysia,Transportation,2020,0,False
Singapore,Banking and Finance,2017,9,True
Singapore,Security,2014,0,True
Singapore,Personal Devices and Computing,2017,39,True
Austria,Energy Management,2019,2,False
Austria,Physical Sciences and Engineering,2020,4,False
Canada,Industry and Manufacturing,2015,8,True
Canada,Industry and Manufacturing,2016,22,True
Canada,Banking and Finance,2019,30,False
Denmark,Energy Management,2017,0,True
Denmark,Business,2018,1,False
Denmark,Telecommunications,2014,2,True
Denmark,Transportation,2019,4,False
Israel,Energy Management,2017,0,True
Israel,Transportation,2014,0,True
Poland,All,2022,1,False
Poland,Security,2016,0,True
Poland,Life Sciences,2017,4,True
Portugal,All,2015,5,True
Sweden,Physical Sciences and Engineering,2018,0,False
Sweden,Physical Sciences and Engineering,2021,1,False
Sweden,Telecommunications,2015,1,True
Australia,Life Sciences,2016,59,True
Australia,Industry and Manufacturing,2019,22,False
Spain,Business,2015,1,True
Spain,Physical Sciences and Engineering,2017,5,True
Spain,Physical Sciences and Engineering,2021,2,False
Spain,All,2015,39,True
Spain,All,2020,40,False
France,Business,2020,8,False
France,Physical Sciences and Engineering,2019,3,False
France,Personal Devices and Computing,2019,72,False
United Kingdom,Business,2014,4,True
United Kingdom,Business,2018,34,False
United Kingdom,All,2019,265,False
Greece,Security,2014,0,True
Greece,Security,2018,0,False
Greece,All,2021,6,False
South Korea,Life Sciences,2020,907,False
South Korea,All,2020,5503,False
South Korea,Personal Devices and Computing,2015,112,True
Netherlands,Industry and Manufacturing,2015,0,True
Netherlands,Security,2018,1,False
United States,Security,2018,859,False
United States,Telecommunications,2020,2718,False
Lithuania,Life Sciences,2016,0,True
Lithuania,Telecommunications,2019,1,False
Lithuania,Physical Sciences and Engineering,2015,0,True
Ukraine,Business,2023,0,False
Ukraine,Banking and Finance,2017,0,True
Ukraine,Physical Sciences and Engineering,2014,0,True
Serbia,Telecommunications,2015,0,True
Switzerland,Life Sciences,2014,1,True
Romania,Banking and Finance,2019,0,False
Romania,Physical Sciences and Engineering,2018,0,False
Philippines,Life Sciences,2020,1,False
Peru,Security,2019,0,False
Peru,Banking and Finance,2016,0,True
Bulgaria,Telecommunications,2021,0,False
Colombia,Physical Sciences and Engineering,2019,0,False
Luxembourg,Physical Sciences and Engineering,2023,3,False
Luxembourg,All,2022,60,False
Ireland,Telecommunications,2022,0,False
Ireland,Banking and Finance,2018,0,False
Uruguay,Transportation,2017,0,True
Uruguay,Physical Sciences and Engineering,2020,0,False
Saudi Arabia,Life Sciences,2021,0,False
Morocco,Energy Management,2019,0,False
Morocco,Transportation,2018,0,False
Brazil,Energy Management,2015,3,True
Brazil,Banking and Finance,2017,2,True
Brazil,Security,2015,1,True
Hungary,All,2015,8,True
Hungary,Industry and Manufacturing,2019,0,False
India,Industry and Manufacturing,2014,0,True
Italy,Physical Sciences and Engineering,2017,0,True
Italy,Energy Management,2021,1,False
Malaysia,All,2014,8,True
New Zealand,All,2021,2,False
New Zealand,Security,2017,1,True
New Zealand,Transportation,2017,0,True
Russia,Banking and Finance,2017,7,True
Austria,All,2016,9,True
Denmark,Telecommunications,2017,5,True
Denmark,Industry and Manufacturing,2018,1,False
Finland,All,2017,14,True
Israel,Physical Sciences and Engineering,2014,0,True
Poland,Telecommunications,2017,3,True
Poland,Banking and Finance,2014,0,True
Poland,Banking and Finance,2020,0,False
Poland,Industry and Manufacturing,2022,0,False
Poland,Security,2021,0,False
Portugal,Personal Devices and Computing,2020,2,False
Portugal,Telecommunications,2020,0,False
Sweden,Transportation,2019,1,False
Australia,Personal Devices and Computing,2021,309,False
Australia,Transportation,2023,0,False
Australia,Telecommunications,2016,53,True
Australia,Business,2015,20,True
Australia,Business,2017,33,True
Spain,Physical Sciences and Engineering,2016,5,True
Spain,Banking and Finance,2014,1,True
France,Business,2015,1,True
France,Physical Sciences and Engineering,2018,8,False
France,Security,2019,17,False
France,Telecommunications,2020,28,False
United Kingdom,All,2014,44,True
Japan,Security,2015,17,True
Japan,Security,2019,93,False
South Korea,Banking and Finance,2023,7,False
South Korea,Security,2021,310,False
Taiwan,Life Sciences,2015,10,True
Taiwan,Telecommunications,2019,45,False
China (mainland),Security,2023,767,False
China (mainland),Banking and Finance,2022,276,False
Lithuania,Security,2016,1,True
Ukraine,Business,2017,0,True
Ukraine,Banking and Finance,2015,0,True
Ukraine,Industry and Manufacturing,2018,1,False
Serbia,Telecommunications,2017,0,True
Serbia,Transportation,2014,0,True
South Africa,Business,2022,0,False
Romania,Telecommunications,2022,0,False
Romania,Energy Management,2021,0,False
Philippines,Telecommunications,2017,0,True
Peru,Transportation,2019,1,False
Peru,Telecommunications,2019,1,False
Bulgaria,Telecommunications,2019,0,False
Bulgaria,Industry and Manufacturing,2023,0,False
Bulgaria,Business,2015,0,True
Chile,Physical Sciences and Engineering,2015,0,True
Colombia,Life Sciences,2015,0,True
Kenya,Telecommunications,2016,0,True
Norway,All,2021,1,False
Norway,Physical Sciences and Engineering,2016,0,True
Norway,Personal Devices and Computing,2016,1,True
Norway,Security,2016,0,True
Luxembourg,Business,2021,6,False
Belgium,Personal Devices and Computing,2018,3,False
Ireland,Personal Devices and Computing,2016,1,True
Argentina,All,2022,1,False
Argentina,Banking and Finance,2018,0,False
Turkey,Banking and Finance,2019,0,False
Turkey,Life Sciences,2016,0,True
Morocco,Energy Management,2018,0,False
Morocco,Banking and Finance,2018,0,False
Brazil,Life Sciences,2014,10,True
Brazil,Physical Sciences and Engineering,2015,5,True
Hungary,All,2017,6,True
Hungary,Physical Sciences and Engineering,2018,0,False
India,Business,2020,0,False
India,All,2018,198,False
Italy,Energy Management,2015,0,True
Italy,Business,2016,1,True
Mexico,Security,2014,0,True
Mexico,Security,2021,0,False
Mexico,Telecommunications,2016,10,True
New Zealand,Physical Sciences and Engineering,2018,0,False
Russia,All,2015,95,True
Russia,Energy Management,2016,2,True
Singapore,Personal Devices and Computing,2016,29,True
Austria,Security,2014,0,True
Austria,Transportation,2020,3,False
Denmark,Banking and Finance,2017,2,True
Finland,Energy Management,2022,1,False
Israel,Industry and Manufacturing,2015,0,True
Israel,Business,2016,0,True
Poland,Banking and Finance,2017,1,True
Poland,Energy Management,2019,0,False
Portugal,Energy Management,2018,1,False
Portugal,Transportation,2018,2,False
Sweden,Security,2021,2,False
Sweden,Industry and Manufacturing,2021,3,False
Sweden,Energy Management,2017,0,True
Germany,Life Sciences,2015,18,True
Germany,Life Sciences,2021,25,False
Germany,Life Sciences,2023,11,False
Germany,Industry and Manufacturing,2015,10,True
Spain,Industry and Manufacturing,2014,2,True
Spain,Industry and Manufacturing,2023,0,False
Spain,Energy Management,2016,4,True
France,Security,2017,4,True
France,Industry and Manufacturing,2018,8,False
France,Personal Devices and Computing,2022,2,False
United Kingdom,Banking and Finance,2016,7,True
Greece,Security,2021,0,False
Greece,Life Sciences,2019,0,False
Japan,Industry and Manufacturing,2017,186,True
Japan,Transportation,2019,301,False
Japan,Physical Sciences and Engineering,2015,26,True
South Korea,Telecommunications,2021,700,False
South Korea,Life Sciences,2022,320,False
South Korea,Physical Sciences and Engineering,2023,4,False
South Korea,Transportation,2022,82,False
South Korea,Security,2015,12,True
South Korea,Personal Devices and Computing,2014,92,True
Netherlands,Business,2021,4,False
Netherlands,All,2017,5,True
Netherlands,All,2023,2,False
Taiwan,Security,2021,8,False
United States,Industry and Manufacturing,2020,346,False
China (mainland),Physical Sciences and Engineering,2021,1184,False
Lithuania,Industry and Manufacturing,2019,0,False
Lithuania,Energy Management,2018,1,False
Lithuania,Telecommunications,2016,2,True
Ukraine,Life Sciences,2017,0,True
Ukraine,Life Sciences,2021,1,False
South Africa,Personal Devices and Computing,2020,1,False
South Africa,All,2020,3,False
Romania,Banking and Finance,2022,0,False
Peru,Security,2020,1,False
Peru,Industry and Manufacturing,2016,0,True
Slovenia,Life Sciences,2015,1,True
Bulgaria,Transportation,2023,0,False
Bulgaria,Industry and Manufacturing,2020,0,False
Sri Lanka,Personal Devices and Computing,2016,0,True
Norway,Physical Sciences and Engineering,2019,0,False
Norway,Telecommunications,2017,0,True
Luxembourg,Telecommunications,2021,4,False
Luxembourg,Personal Devices and Computing,2022,22,False
Ireland,Telecommunications,2016,0,True
Ireland,Transportation,2016,0,True
Czechia,Energy Management,2017,0,True
Argentina,Telecommunications,2017,0,True
Uruguay,Banking and Finance,2020,0,False
Cuba,Energy Management,2020,1,False
Cuba,Personal Devices and Computing,2020,0,False
Turkey,Security,2014,0,True
Turkey,All,2019,1,False
Morocco,Banking and Finance,2020,0,False
Brazil,Life Sciences,2016,22,True
Hungary,All,2020,1,False
Hungary,Industry and Manufacturing,2018,0,False
India,Industry and Manufacturing,2019,0,False
Italy,Life Sciences,2021,1,False
Mexico,Industry and Manufacturing,2020,6,False
Mexico,Physical Sciences and Engineering,2014,4,True
Mexico,Business,2020,7,False
Malaysia,Telecommunications,2021,0,False
New Zealand,Life Sciences,2018,8,False
Russia,All,2018,196,False
Russia,Telecommunications,2017,30,True
Singapore,Business,2014,2,True
Singapore,Energy Management,2016,1,True
Canada,Transportation,2021,7,False
Denmark,All,2016,14,True
Finland,Security,2022,1,False
Israel,Life Sciences,2019,0,False
Poland,Telecommunications,2014,0,True
Poland,All,2016,14,True
Poland,Banking and Finance,2021,1,False
Poland,Life Sciences,2018,4,False
Portugal,Telecommunications,2018,1,False
Portugal,Business,2014,1,True
Sweden,Physical Sciences and Engineering,2020,1,False
Sweden,Business,2017,0,True
Sweden,Security,2022,1,False
Australia,Industry and Manufacturing,2015,8,True
Australia,Security,2021,96,False
Germany,Industry and Manufacturing,2016,12,True
Germany,All,2016,192,True
Germany,Banking and Finance,2019,10,False
Spain,Energy Management,2022,0,False
Spain,Life Sciences,2018,19,False
France,Industry and Manufacturing,2017,1,True
France,Transportation,2017,12,True
United Kingdom,Personal Devices and Computing,2023,1,False
Greece,Transportation,2015,0,True
Greece,Life Sciences,2014,1,True
Japan,Security,2014,17,True
Japan,Physical Sciences and Engineering,2020,116,False
South Korea,Business,2023,28,False
South Korea,Personal Devices and Computing,2020,1630,False
Netherlands,Transportation,2023,0,False
Taiwan,Personal Devices and Computing,2018,107,False
United States,Life Sciences,2016,703,True
United States,Business,2016,812,True
United States,Energy Management,2016,97,True
United States,Security,2021,389,False
United States,Telecommunications,2018,2754,False
United States,Personal Devices and Computing,2017,4546,True
China (mainland),Life Sciences,2024,59,False
Lithuania,Business,2015,1,True
Lithuania,Transportation,2018,0,False
Lithuania,Transportation,2020,0,False
Lithuania,Telecommunications,2014,0,True
Ukraine,All,2021,6,False
Ukraine,Personal Devices and Computing,2019,0,False
Ukraine,Banking and Finance,2023,0,False
South Africa,Industry and Manufacturing,2014,0,True
South Africa,Industry and Manufacturing,2022,0,False
South Africa,All,2016,2,True
South Africa,All,2017,3,True
Switzerland,Business,2018,0,False
Romania,Energy Management,2016,0,True
Philippines,Transportation,2017,0,True
Peru,Transportation,2020,0,False
Bulgaria,Telecommunications,2017,0,True
Bulgaria,All,2021,3,False
Chile,Business,2018,0,False
Croatia,Banking and Finance,2019,0,False
Croatia,Business,2019,0,False
Colombia,Business,2019,0,False
Sri Lanka,All,2016,1,True
Hong Kong,All,2018,10,False
Luxembourg,Security,2018,0,False
Belgium,Industry and Manufacturing,2016,1,True
Ireland,Energy Management,2018,0,False
Czechia,Banking and Finance,2021,0,False
Czechia,Transportation,2020,0,False
Czechia,All,2019,1,False
Argentina,Energy Management,2017,1,True
Iran,Life Sciences,2018,0,False
Brunei Darussalam,Telecommunications,2014,0,True
Turkey,Business,2017,0,True
Morocco,Transportation,2014,0,True
Morocco,Transportation,2017,1,True
Brazil,Personal Devices and Computing,2021,7,False
Hungary,Business,2019,0,False
Hungary,Personal Devices and Computing,2017,2,True
India,Telecommunications,2017,39,True
India,Security,2019,2,False
India,Energy Management,2018,1,False
India,Life Sciences,2015,14,True
Italy,Physical Sciences and Engineering,2014,0,True
Italy,Industry and Manufacturing,2014,1,True
Italy,Transportation,2014,1,True
Malaysia,Physical Sciences and Engineering,2017,2,True
Malaysia,Telecommunications,2015,2,True
New Zealand,Life Sciences,2019,5,False
Russia,Security,2018,18,False
Russia,Business,2014,4,True
Austria,Transportation,2015,0,True
Austria,Energy Management,2017,4,True
Canada,Security,2020,21,False
Denmark,Security,2014,0,True
Denmark,Banking and Finance,2016,0,True
Denmark,All,2017,19,True
Finland,Physical Sciences and Engineering,2018,3,False
Finland,Business,2022,0,False
Poland,Transportation,2014,0,True
Poland,Transportation,2016,4,True
Sweden,All,2019,9,False
Sweden,Telecommunications,2022,0,False
Australia,Banking and Finance,2018,26,False
Australia,Banking and Finance,2021,31,False
Australia,Telecommunications,2020,116,False
Australia,Energy Management,2022,1,False
Germany,Life Sciences,2017,30,True
Spain,Business,2016,4,True
Spain,Physical Sciences and Engineering,2020,2,False
France,Security,2015,2,True
France,All,2019,177,False
United Kingdom,Industry and Manufacturing,2022,3,False
United Kingdom,All,2015,61,True
Greece,All,2020,3,False
Japan,Personal Devices and Computing,2023,8,False
Japan,Security,2023,0,False
South Korea,Industry and Manufacturing,2015,18,True
South Korea,Life Sciences,2014,57,True
South Korea,All,2016,902,True
Taiwan,Security,2017,1,True
Taiwan,Energy Management,2023,0,False
United States,Business,2015,459,True
United States,Business,2022,166,False
United States,Energy Management,2018,217,False
United States,Transportation,2014,164,True
United States,Personal Devices and Computing,2022,566,False
China (mainland),Security,2015,53,True
China (mainland),Industry and Manufacturing,2014,41,True
China (mainland),Telecommunications,2017,960,True
China (mainland),Banking and Finance,2014,8,True
Ukraine,Personal Devices and Computing,2015,2,True
Ukraine,Industry and Manufacturing,2023,0,False
South Africa,Telecommunications,2023,0,False
South Africa,Life Sciences,2022,0,False
Switzerland,Business,2021,0,False
Romania,Telecommunications,2016,0,True
Romania,Life Sciences,2022,0,False
Philippines,Security,2017,0,True
Philippines,Transportation,2016,0,True
Slovenia,Business,2015,1,True
Slovenia,Energy Management,2018,1,False
Slovenia,Personal Devices and Computing,2015,2,True
Bulgaria,Life Sciences,2020,0,False
Croatia,Industry and Manufacturing,2019,0,False
Croatia,Telecommunications,2019,0,False
Slovakia,Banking and Finance,2021,0,False
Hong Kong,Energy Management,2017,0,True
Hong Kong,Personal Devices and Computing,2017,0,True
Hong Kong,Telecommunications,2017,0,True
Norway,Business,2021,0,False
Norway,Telecommunications,2018,3,False
